Płeć,Kategoria wiekowa,5 km Czas,5 km Tempo,10 km Czas,10 km Tempo,15 km Czas,15 km Tempo,20 km Czas,20 km Tempo,Tempo Stabilność,Czas,Tempo
M,M40,1103.0,3.6766666666666663,2211.0,3.693333333333333,3371.0,3.8666666666666663,4647.0,4.253333333333333,0.0380666666666667,4878.0,3.853993837402229
M,M40,1160.0,3.8666666666666663,2286.0,3.753333333333333,3429.0,3.81,4653.0,4.08,0.0139333333333333,4878.0,3.853993837402229
M,M30,1105.0,3.683333333333333,2213.0,3.693333333333333,3374.0,3.87,4648.0,4.246666666666667,0.0373333333333334,4881.0,3.8563640673145296
M,M40,1134.0,3.78,2251.0,3.7233333333333336,3410.0,3.8633333333333337,4653.0,4.1433333333333335,0.0246,4883.0,3.857944220589397
M,M40,1119.0,3.73,2243.0,3.746666666666667,3405.0,3.8733333333333335,4654.0,4.163333333333333,0.0285333333333333,4887.0,3.861104527139133
M,M30,1124.0,3.746666666666667,2233.0,3.6966666666666663,3386.0,3.843333333333333,4657.0,4.236666666666666,0.0323333333333333,4889.0,3.862684680414001
M,M20,1127.0,3.756666666666667,2236.0,3.6966666666666663,3402.0,3.8866666666666654,4654.0,4.173333333333334,0.0288,4889.0,3.862684680414001
M,M20,1130.0,3.7666666666666666,2253.0,3.743333333333333,3418.0,3.883333333333333,4667.0,4.163333333333333,0.0266,4890.0,3.863474757051434
M,M40,1061.0,3.536666666666666,2149.0,3.6266666666666665,3308.0,3.8633333333333337,4649.0,4.47,0.0607333333333333,4891.0,3.864264833688868
M,M20,1097.0,3.6566666666666663,2208.0,3.703333333333333,3384.0,3.92,4658.0,4.246666666666667,0.0397333333333334,4895.0,3.8674251402386033
M,M30,1132.0,3.773333333333333,2261.0,3.7633333333333336,3420.0,3.8633333333333337,4669.0,4.163333333333333,0.0254,4898.0,3.869795370150905
M,M20,1126.0,3.753333333333333,2235.0,3.6966666666666663,3400.0,3.883333333333333,4662.0,4.206666666666667,0.0309333333333334,4904.0,3.874535829975508
M,M20,1158.0,3.86,2310.0,3.84,3476.0,3.8866666666666654,4691.0,4.05,0.0123333333333332,4905.0,3.8753259066129417
M,M40,1147.0,3.823333333333333,2275.0,3.76,3442.0,3.89,4684.0,4.14,0.0216,4912.0,3.880856443074978
M,M30,1118.0,3.7266666666666666,2227.0,3.6966666666666663,3405.0,3.9266666666666663,4684.0,4.263333333333334,0.0368000000000001,4912.0,3.880856443074978
M,M30,1072.0,3.5733333333333333,2190.0,3.7266666666666666,3366.0,3.92,4675.0,4.363333333333333,0.0512666666666667,4914.0,3.882436596349846
M,M30,1132.0,3.773333333333333,2260.0,3.76,3438.0,3.9266666666666663,4698.0,4.2,0.0289333333333334,4920.0,3.8871770561744494
M,M40,1168.0,3.893333333333333,2320.0,3.84,3487.0,3.89,4701.0,4.046666666666667,0.0102000000000001,4921.0,3.887967132811883
M,M40,1156.0,3.853333333333333,2302.0,3.82,3475.0,3.91,4701.0,4.086666666666667,0.0158000000000001,4925.0,3.891127439361618
M,M30,1124.0,3.746666666666667,2245.0,3.7366666666666655,3418.0,3.91,4702.0,4.28,0.0354666666666667,4926.0,3.891917515999052
M,M40,1115.0,3.716666666666667,2228.0,3.71,3398.0,3.9,4690.0,4.306666666666667,0.0392,4931.0,3.8958678991862215
M,M20,1124.0,3.746666666666667,2242.0,3.7266666666666666,3408.0,3.8866666666666654,4700.0,4.306666666666667,0.0367999999999999,4938.0,3.9013984356482574
M,M30,1131.0,3.77,2266.0,3.783333333333333,3444.0,3.9266666666666663,4707.0,4.21,0.0292666666666667,4942.0,3.9045587421979935
M,M40,1143.0,3.81,2280.0,3.79,3457.0,3.923333333333333,4715.0,4.193333333333333,0.0256666666666666,4946.0,3.9077190487477287
M,M30,1147.0,3.823333333333333,2277.0,3.7666666666666666,3445.0,3.893333333333333,4726.0,4.27,0.0293333333333333,4952.0,3.912459508572332
M,M30,1139.0,3.796666666666667,2269.0,3.7666666666666666,3443.0,3.9133333333333336,4724.0,4.27,0.0313333333333332,4959.0,3.917990045034368
M,M20,1134.0,3.78,2270.0,3.786666666666666,3465.0,3.983333333333333,4752.0,4.29,0.0345333333333334,4972.0,3.928261041321008
