Płeć,Kategoria wiekowa,5 km Czas,5 km Tempo,10 km Czas,10 km Tempo,15 km Czas,15 km Tempo,20 km Czas,20 km Tempo,Tempo Stabilność,Czas,Tempo
M,M50,1322.0,4.406666666666666,2585.0,4.21,3892.0,4.3566666666666665,5354.0,4.873333333333333,0.0309333333333334,5621.0,4.441020779015564
M,M40,1294.0,4.3133333333333335,2561.0,4.223333333333334,3878.0,4.39,5353.0,4.916666666666667,0.0395333333333334,5622.0,4.441810855652999
M,M30,1278.0,4.26,2547.0,4.23,3876.0,4.430000000000001,5348.0,4.906666666666666,0.0428000000000001,5622.0,4.441810855652999
M,M40,1336.0,4.453333333333333,2628.0,4.306666666666667,3964.0,4.453333333333333,5366.0,4.673333333333333,0.0161333333333334,5623.0,4.442600932290432
M,M20,1277.0,4.256666666666667,2518.0,4.136666666666667,3941.0,4.743333333333334,5373.0,4.7733333333333325,0.0431333333333334,5624.0,4.443391008927866
K,K30,1283.0,4.276666666666667,2569.0,4.286666666666666,3914.0,4.483333333333333,5355.0,4.803333333333333,0.0355333333333333,5624.0,4.443391008927866
M,M60,1305.0,4.35,2612.0,4.3566666666666665,3947.0,4.45,5373.0,4.753333333333333,0.0260666666666667,5624.0,4.443391008927866
M,M20,1289.0,4.296666666666667,2583.0,4.3133333333333335,3926.0,4.476666666666668,5363.0,4.79,0.0328666666666667,5625.0,4.4441810855653
M,M40,1252.0,4.173333333333334,2511.0,4.196666666666667,3847.0,4.453333333333333,5347.0,5.0,0.0547333333333333,5625.0,4.4441810855653
M,M20,1295.0,4.316666666666666,2554.0,4.196666666666667,3859.0,4.35,5327.0,4.8933333333333335,0.0376666666666667,5626.0,4.444971162202734
M,M50,1299.0,4.33,2576.0,4.256666666666667,3920.0,4.48,5361.0,4.803333333333333,0.0328666666666667,5627.0,4.445761238840167
M,M40,1261.0,4.203333333333333,2529.0,4.226666666666667,3875.0,4.486666666666666,5355.0,4.933333333333334,0.049,5630.0,4.448131468752469
M,M20,1182.0,3.94,2371.0,3.963333333333333,3672.0,4.336666666666667,5341.0,5.5633333333333335,0.1048666666666666,5631.0,4.448921545389903
M,M40,1309.0,4.363333333333333,2572.0,4.21,3887.0,4.383333333333334,5352.0,4.883333333333334,0.0346666666666667,5632.0,4.449711622027337
M,M50,1243.0,4.1433333333333335,2497.0,4.180000000000001,3853.0,4.52,5356.0,5.010000000000001,0.0587999999999999,5633.0,4.4505016986647705
M,M40,1383.0,4.61,2679.0,4.319999999999999,3995.0,4.386666666666667,5392.0,4.656666666666666,0.0041333333333334,5634.0,4.451291775302205
M,M30,1659.0,5.53,2553.0,2.98,3887.0,4.446666666666667,5369.0,4.94,0.0414666666666666,5634.0,4.451291775302205
M,M20,1252.0,4.173333333333334,2514.0,4.206666666666667,3860.0,4.486666666666666,5361.0,5.003333333333333,0.0554,5635.0,4.452081851939639
M,M30,1314.0,4.38,2610.0,4.319999999999999,3964.0,4.513333333333334,5388.0,4.746666666666667,0.0258666666666668,5635.0,4.452081851939639
K,K20,1315.0,4.383333333333334,2603.0,4.293333333333334,3952.0,4.496666666666667,5388.0,4.786666666666666,0.0282666666666667,5635.0,4.452081851939639
M,M30,1318.0,4.3933333333333335,2601.0,4.276666666666667,3934.0,4.443333333333333,5380.0,4.819999999999999,0.0289333333333332,5636.0,4.452871928577072
M,M40,1350.0,4.5,2604.0,4.180000000000001,3951.0,4.489999999999999,5382.0,4.77,0.0224,5637.0,4.453662005214507
M,M30,1322.0,4.406666666666666,2606.0,4.28,3932.0,4.42,5375.0,4.8100000000000005,0.0270000000000001,5637.0,4.453662005214507
M,M40,1321.0,4.403333333333333,2614.0,4.3100000000000005,3941.0,4.423333333333333,5381.0,4.8,0.0260666666666667,5641.0,4.456822311764242
M,M50,1345.0,4.483333333333333,2662.0,4.39,3992.0,4.433333333333334,5389.0,4.656666666666666,0.0112666666666667,5642.0,4.4576123884016745
M,M40,1282.0,4.2733333333333325,2520.0,4.126666666666667,3865.0,4.483333333333333,5372.0,5.0233333333333325,0.0521333333333334,5642.0,4.4576123884016745
M,M20,1265.0,4.216666666666667,2515.0,4.166666666666667,3818.0,4.343333333333334,5345.0,5.09,0.0559333333333333,5642.0,4.4576123884016745
M,M50,1327.0,4.423333333333333,2624.0,4.323333333333333,3970.0,4.486666666666666,5389.0,4.73,0.0216666666666668,5644.0,4.459192541676543
M,M40,1301.0,4.336666666666667,2580.0,4.263333333333334,3900.0,4.4,5364.0,4.88,0.0353333333333333,5646.0,4.460772694951411
M,M30,1298.0,4.326666666666667,2584.0,4.286666666666666,3928.0,4.48,5386.0,4.86,0.0358666666666668,5646.0,4.460772694951411
M,M30,1336.0,4.453333333333333,2603.0,4.223333333333334,3912.0,4.363333333333333,5377.0,4.883333333333334,0.0285999999999999,5646.0,4.460772694951411
M,M50,1294.0,4.3133333333333335,2556.0,4.206666666666667,3923.0,4.556666666666667,5382.0,4.863333333333333,0.0400000000000001,5647.0,4.461562771588844
M,M50,1282.0,4.2733333333333325,2564.0,4.2733333333333325,3930.0,4.553333333333333,5393.0,4.876666666666667,0.0418000000000001,5648.0,4.462352848226278
M,M30,1279.0,4.263333333333334,2550.0,4.236666666666666,3915.0,4.55,5387.0,4.906666666666666,0.0448666666666666,5650.0,4.463933001501146
M,M30,1296.0,4.319999999999999,2580.0,4.28,3921.0,4.47,5382.0,4.87,0.0368000000000001,5650.0,4.463933001501146
M,M50,1312.0,4.373333333333333,2583.0,4.236666666666666,3922.0,4.463333333333334,5389.0,4.89,0.0355333333333334,5651.0,4.464723078138579
M,M20,1265.0,4.216666666666667,2533.0,4.226666666666667,3877.0,4.48,5368.0,4.97,0.0502666666666667,5653.0,4.466303231413447
K,K30,1300.0,4.333333333333333,2592.0,4.306666666666667,3944.0,4.506666666666666,5387.0,4.8100000000000005,0.0326000000000001,5653.0,4.466303231413447
M,M30,1292.0,4.306666666666667,2550.0,4.193333333333333,3888.0,4.46,5375.0,4.956666666666666,0.0443333333333333,5653.0,4.466303231413447
M,M30,1322.0,4.406666666666666,2616.0,4.3133333333333335,3961.0,4.483333333333333,5399.0,4.793333333333334,0.0266,5654.0,4.467093308050881
M,M30,1318.0,4.3933333333333335,2607.0,4.296666666666667,3959.0,4.506666666666666,5404.0,4.816666666666666,0.0296,5655.0,4.467883384688316
M,M40,1308.0,4.36,2587.0,4.263333333333334,3942.0,4.516666666666667,5396.0,4.846666666666667,0.0342666666666667,5663.0,4.474203997787786
M,M40,1269.0,4.23,2585.0,4.386666666666667,3995.0,4.7,5412.0,4.723333333333333,0.0358666666666666,5663.0,4.474203997787786
M,M40,1295.0,4.316666666666666,2585.0,4.3,3937.0,4.506666666666666,5406.0,4.8966666666666665,0.0389333333333334,5664.0,4.47499407442522
M,M40,1362.0,4.54,2680.0,4.3933333333333335,4016.0,4.453333333333333,5415.0,4.663333333333333,0.0086,5665.0,4.475784151062653
M,M40,1296.0,4.319999999999999,2568.0,4.24,3930.0,4.54,5400.0,4.9,0.0408000000000001,5665.0,4.475784151062653
M,M30,1308.0,4.36,2611.0,4.343333333333334,3965.0,4.513333333333334,5412.0,4.823333333333333,0.0311999999999999,5666.0,4.476574227700087
M,M20,1334.0,4.446666666666667,2666.0,4.44,4045.0,4.596666666666667,5442.0,4.656666666666666,0.0157333333333333,5667.0,4.477364304337521
M,M20,1311.0,4.37,2622.0,4.37,3962.0,4.466666666666667,5402.0,4.8,0.0277333333333333,5668.0,4.478154380974955
M,M30,1326.0,4.42,2621.0,4.316666666666666,3950.0,4.430000000000001,5402.0,4.84,0.0274666666666667,5668.0,4.478154380974955
K,K20,1290.0,4.3,2584.0,4.3133333333333335,3953.0,4.5633333333333335,5413.0,4.866666666666666,0.039,5669.0,4.478944457612388
M,M30,1357.0,4.5233333333333325,2681.0,4.413333333333333,4007.0,4.42,5417.0,4.7,0.0107333333333334,5670.0,4.479734534249823
M,M20,1339.0,4.463333333333334,2615.0,4.253333333333333,3942.0,4.423333333333333,5417.0,4.916666666666667,0.0306000000000001,5671.0,4.480524610887256
M,M40,1317.0,4.39,2611.0,4.3133333333333335,3948.0,4.456666666666666,5402.0,4.846666666666667,0.0302666666666667,5672.0,4.48131468752469
M,M40,1324.0,4.413333333333333,2647.0,4.41,3996.0,4.496666666666667,5418.0,4.739999999999999,0.0213333333333334,5675.0,4.483684917436992
M,M50,1292.0,4.306666666666667,2591.0,4.33,3924.0,4.443333333333333,5410.0,4.953333333333333,0.0410666666666667,5676.0,4.484474994074426
M,M30,1258.0,4.193333333333333,2539.0,4.27,3874.0,4.45,5384.0,5.033333333333333,0.0540000000000001,5679.0,4.486845223986728
M,M30,1256.0,4.1866666666666665,2546.0,4.3,3888.0,4.473333333333333,5405.0,5.056666666666667,0.0556666666666667,5680.0,4.487635300624161
M,M60,1310.0,4.366666666666666,2625.0,4.383333333333334,3981.0,4.52,5428.0,4.823333333333333,0.0301333333333334,5680.0,4.487635300624161
M,M30,1330.0,4.433333333333334,2625.0,4.316666666666666,3978.0,4.510000000000001,5428.0,4.833333333333333,0.0278666666666667,5680.0,4.487635300624161
M,M40,1350.0,4.5,2651.0,4.336666666666667,3993.0,4.473333333333333,5432.0,4.796666666666667,0.0205333333333334,5680.0,4.487635300624161
M,M40,1319.0,4.3966666666666665,2630.0,4.37,3991.0,4.536666666666666,5435.0,4.8133333333333335,0.0283333333333334,5681.0,4.488425377261595
M,M30,1357.0,4.5233333333333325,2679.0,4.406666666666666,4017.0,4.46,5427.0,4.7,0.0116666666666668,5682.0,4.489215453899029
M,M30,1355.0,4.516666666666667,2686.0,4.4366666666666665,4017.0,4.4366666666666665,5434.0,4.723333333333333,0.0123999999999999,5682.0,4.489215453899029
M,M30,1279.0,4.263333333333334,2536.0,4.19,3918.0,4.6066666666666665,5382.0,4.88,0.0453333333333333,5683.0,4.490005530536463
M,M40,1307.0,4.3566666666666665,2611.0,4.346666666666667,3965.0,4.513333333333334,5419.0,4.846666666666667,0.0327333333333333,5684.0,4.490795607173896
M,M30,1305.0,4.35,2611.0,4.3533333333333335,3964.0,4.510000000000001,5412.0,4.826666666666667,0.0317333333333334,5684.0,4.490795607173896
K,K40,1243.0,4.1433333333333335,2522.0,4.263333333333334,3900.0,4.593333333333334,5410.0,5.033333333333333,0.0600000000000001,5685.0,4.491585683811329
M,M50,1357.0,4.5233333333333325,2658.0,4.336666666666667,3986.0,4.426666666666667,5429.0,4.8100000000000005,0.0190000000000001,5685.0,4.491585683811329
M,M30,1308.0,4.36,2610.0,4.34,3965.0,4.516666666666667,5412.0,4.823333333333333,0.0313333333333334,5686.0,4.492375760448764
M,M20,1337.0,4.456666666666666,2630.0,4.3100000000000005,3981.0,4.503333333333333,5428.0,4.823333333333333,0.0258666666666668,5688.0,4.493955913723631
K,K40,1312.0,4.373333333333333,2613.0,4.336666666666667,3954.0,4.47,5426.0,4.906666666666666,0.0346666666666667,5689.0,4.494745990361065
M,M30,1377.0,4.59,2704.0,4.423333333333333,4064.0,4.533333333333333,5461.0,4.656666666666666,0.0062000000000001,5689.0,4.494745990361065
M,M30,1191.0,3.97,2473.0,4.2733333333333325,3907.0,4.78,5434.0,5.09,0.0773333333333334,5690.0,4.495536066998499
M,M40,1314.0,4.38,2616.0,4.34,3979.0,4.543333333333334,5432.0,4.843333333333334,0.0318666666666667,5692.0,4.497116220273367
M,M30,1288.0,4.293333333333334,2572.0,4.28,3931.0,4.53,5435.0,5.013333333333334,0.0482,5693.0,4.4979062969108
M,M40,1246.0,4.153333333333333,2526.0,4.266666666666667,3899.0,4.576666666666667,5423.0,5.08,0.0618,5694.0,4.498696373548234
M,M40,1357.0,4.5233333333333325,2668.0,4.37,4018.0,4.5,5448.0,4.766666666666667,0.0172000000000002,5695.0,4.499486450185668
M,M40,1235.0,4.116666666666666,2531.0,4.319999999999999,3898.0,4.556666666666667,5414.0,5.053333333333333,0.0609333333333334,5695.0,4.499486450185668
M,M40,1318.0,4.3933333333333335,2605.0,4.29,3955.0,4.5,5415.0,4.866666666666666,0.0326,5696.0,4.500276526823102
M,M40,1357.0,4.5233333333333325,2669.0,4.373333333333333,4019.0,4.5,5450.0,4.77,0.0173333333333334,5696.0,4.500276526823102
M,M40,1342.0,4.473333333333333,2647.0,4.35,3985.0,4.46,5437.0,4.84,0.0242000000000001,5698.0,4.50185668009797
M,M20,1352.0,4.506666666666666,2662.0,4.366666666666666,4005.0,4.476666666666668,5443.0,4.793333333333334,0.0194000000000002,5701.0,4.504226910010272
M,M30,1298.0,4.326666666666667,2576.0,4.26,3932.0,4.52,5429.0,4.989999999999999,0.0449999999999999,5703.0,4.505807063285139
M,M40,1329.0,4.430000000000001,2620.0,4.303333333333333,3987.0,4.556666666666667,5457.0,4.9,0.0332666666666666,5703.0,4.505807063285139
K,K30,1331.0,4.4366666666666665,2629.0,4.326666666666667,3999.0,4.566666666666666,5448.0,4.83,0.0284,5706.0,4.50817729319744
M,M40,1330.0,4.433333333333334,2618.0,4.293333333333334,3925.0,4.3566666666666665,5436.0,5.036666666666666,0.0374666666666667,5707.0,4.508967369834874
M,M40,1294.0,4.3133333333333335,2595.0,4.336666666666667,3958.0,4.543333333333334,5431.0,4.91,0.0399333333333334,5708.0,4.509757446472308
M,M50,1303.0,4.343333333333334,2587.0,4.28,3954.0,4.556666666666667,5436.0,4.94,0.0413333333333332,5708.0,4.509757446472308
M,M30,1321.0,4.403333333333333,2610.0,4.296666666666667,3951.0,4.47,5430.0,4.930000000000001,0.0350666666666667,5709.0,4.510547523109741
M,M30,1392.0,4.64,2720.0,4.426666666666667,4053.0,4.443333333333333,5462.0,4.696666666666667,0.0037333333333333,5709.0,4.510547523109741
M,M40,1309.0,4.363333333333333,2602.0,4.3100000000000005,3957.0,4.516666666666667,5422.0,4.883333333333334,0.0353333333333334,5709.0,4.510547523109741
M,M40,1299.0,4.33,2606.0,4.3566666666666665,3973.0,4.556666666666667,5445.0,4.906666666666666,0.0386,5709.0,4.510547523109741
M,M30,1281.0,4.27,2540.0,4.196666666666667,3890.0,4.5,5430.0,5.133333333333334,0.0578666666666668,5710.0,4.511337599747176
M,M30,1326.0,4.42,2621.0,4.316666666666666,3974.0,4.510000000000001,5438.0,4.88,0.0314666666666667,5711.0,4.512127676384609
K,K30,1308.0,4.36,2619.0,4.37,3969.0,4.5,5441.0,4.906666666666666,0.0354000000000001,5711.0,4.512127676384609
M,M30,1281.0,4.27,2567.0,4.286666666666666,3933.0,4.553333333333333,5447.0,5.046666666666667,0.0519333333333334,5713.0,4.513707829659477
M,M30,1321.0,4.403333333333333,2617.0,4.319999999999999,3986.0,4.5633333333333335,5454.0,4.8933333333333335,0.0342666666666668,5716.0,4.516078059571779
M,M20,1357.0,4.5233333333333325,2689.0,4.44,4058.0,4.5633333333333335,5480.0,4.739999999999999,0.0154666666666667,5717.0,4.5168681362092125
M,M50,1318.0,4.3933333333333335,2607.0,4.296666666666667,3962.0,4.516666666666667,5442.0,4.933333333333334,0.0368000000000001,5718.0,4.517658212846646
M,M30,1301.0,4.336666666666667,2577.0,4.253333333333333,3921.0,4.48,5432.0,5.036666666666666,0.0465333333333333,5719.0,4.5184482894840805
M,M30,1348.0,4.493333333333334,2657.0,4.363333333333333,4010.0,4.510000000000001,5456.0,4.819999999999999,0.0225333333333333,5721.0,4.520028442758948
M,M30,1372.0,4.573333333333333,2669.0,4.323333333333333,4006.0,4.456666666666666,5461.0,4.85,0.0192666666666667,5722.0,4.520818519396382
M,M50,1284.0,4.28,2586.0,4.34,3974.0,4.626666666666667,5452.0,4.926666666666667,0.0445333333333334,5722.0,4.520818519396382
K,K40,1357.0,4.5233333333333325,2657.0,4.333333333333333,4015.0,4.526666666666667,5462.0,4.823333333333333,0.0218666666666668,5723.0,4.521608596033816
M,M40,1215.0,4.05,2446.0,4.1033333333333335,3783.0,4.456666666666666,5416.0,5.443333333333333,0.0906666666666666,5724.0,4.522398672671249
M,M50,1345.0,4.483333333333333,2638.0,4.3100000000000005,3968.0,4.433333333333334,5456.0,4.96,0.0310666666666667,5724.0,4.522398672671249
M,M40,1300.0,4.333333333333333,2598.0,4.326666666666667,3967.0,4.5633333333333335,5451.0,4.946666666666667,0.0415333333333334,5726.0,4.523978825946117
M,M20,1309.0,4.363333333333333,2591.0,4.2733333333333325,3922.0,4.4366666666666665,5445.0,5.076666666666667,0.0460666666666668,5727.0,4.524768902583551
M,M20,1329.0,4.430000000000001,2627.0,4.326666666666667,3983.0,4.52,5462.0,4.930000000000001,0.0338666666666666,5729.0,4.526349055858418
M,M30,1364.0,4.546666666666667,2689.0,4.416666666666667,4028.0,4.463333333333334,5469.0,4.803333333333333,0.0163333333333333,5729.0,4.526349055858418
M,M30,1348.0,4.493333333333334,2660.0,4.373333333333333,4012.0,4.506666666666666,5474.0,4.873333333333333,0.0254666666666666,5730.0,4.527139132495852
M,M40,1375.0,4.583333333333333,2717.0,4.473333333333333,4030.0,4.376666666666667,5485.0,4.85,0.0140666666666668,5730.0,4.527139132495852
M,M30,1382.0,4.6066666666666665,2715.0,4.443333333333333,4054.0,4.463333333333334,5472.0,4.726666666666668,0.0076,5730.0,4.527139132495852
M,M30,1386.0,4.62,2744.0,4.526666666666667,4116.0,4.573333333333333,5493.0,4.59,-0.0008666666666665,5730.0,4.527139132495852
M,M40,1370.0,4.566666666666666,2653.0,4.276666666666667,3984.0,4.4366666666666665,5465.0,4.9366666666666665,0.0254000000000001,5732.0,4.52871928577072
M,M40,1333.0,4.443333333333333,2630.0,4.323333333333333,4008.0,4.593333333333334,5481.0,4.91,0.0334,5733.0,4.529509362408153
M,M40,1309.0,4.363333333333333,2596.0,4.29,3965.0,4.5633333333333335,5461.0,4.986666666666666,0.0428666666666667,5733.0,4.529509362408153
K,K20,1250.0,4.166666666666667,2529.0,4.263333333333334,3911.0,4.6066666666666665,5452.0,5.136666666666667,0.0650666666666666,5733.0,4.529509362408153
M,M30,1315.0,4.383333333333334,2598.0,4.276666666666667,3967.0,4.5633333333333335,5465.0,4.993333333333334,0.0423333333333333,5733.0,4.529509362408153
M,M30,1339.0,4.463333333333334,2642.0,4.343333333333334,3990.0,4.493333333333334,5463.0,4.91,0.0298000000000001,5734.0,4.530299439045588
M,M40,1300.0,4.333333333333333,2594.0,4.3133333333333335,3962.0,4.5600000000000005,5468.0,5.02,0.0461333333333332,5735.0,4.531089515683021
M,M40,1360.0,4.533333333333333,2691.0,4.4366666666666665,4056.0,4.55,5477.0,4.736666666666666,0.0144666666666667,5735.0,4.531089515683021
M,M30,1328.0,4.426666666666667,2627.0,4.33,3999.0,4.573333333333333,5471.0,4.906666666666666,0.0336666666666666,5736.0,4.531879592320455
M,M30,1370.0,4.566666666666666,2687.0,4.39,4036.0,4.496666666666667,5476.0,4.8,0.0161333333333334,5738.0,4.533459745595323
M,M20,1235.0,4.116666666666666,2501.0,4.22,3877.0,4.586666666666667,5453.0,5.253333333333333,0.0755333333333333,5739.0,4.5342498222327565
M,M40,1232.0,4.1066666666666665,2529.0,4.323333333333333,3943.0,4.713333333333334,5467.0,5.08,0.0662000000000001,5739.0,4.5342498222327565
M,M30,1299.0,4.33,2578.0,4.263333333333334,3936.0,4.526666666666667,5470.0,5.113333333333333,0.0522666666666667,5741.0,4.535829975507625
M,M30,1343.0,4.476666666666668,2656.0,4.376666666666667,4027.0,4.569999999999999,5488.0,4.87,0.0274666666666666,5743.0,4.537410128782493
K,K30,1286.0,4.286666666666666,2559.0,4.243333333333333,3910.0,4.503333333333333,5486.0,5.253333333333333,0.0632000000000001,5744.0,4.538200205419926
M,M20,1393.0,4.6433333333333335,2715.0,4.406666666666666,4104.0,4.63,5503.0,4.663333333333333,0.0056666666666667,5748.0,4.541360511969661
M,M20,1389.0,4.63,2715.0,4.42,4105.0,4.633333333333334,5505.0,4.666666666666667,0.0064666666666666,5749.0,4.542150588607096
M,M30,1366.0,4.553333333333333,2715.0,4.496666666666667,4082.0,4.556666666666667,5498.0,4.72,0.0112,5751.0,4.543730741881962
M,M20,1299.0,4.33,2571.0,4.24,3968.0,4.656666666666666,5465.0,4.989999999999999,0.0479333333333332,5751.0,4.543730741881962
M,M40,1328.0,4.426666666666667,2629.0,4.336666666666667,3972.0,4.476666666666668,5471.0,4.996666666666667,0.037,5752.0,4.544520818519397
M,M30,1315.0,4.383333333333334,2623.0,4.36,3987.0,4.546666666666667,5448.0,4.87,0.0329333333333334,5752.0,4.544520818519397
M,M20,1413.0,4.71,2773.0,4.533333333333333,4094.0,4.403333333333333,5516.0,4.739999999999999,-0.0007999999999998,5753.0,4.54531089515683
M,M40,1312.0,4.373333333333333,2634.0,4.406666666666666,4002.0,4.5600000000000005,5490.0,4.96,0.0382666666666668,5755.0,4.546891048431698
M,M40,1354.0,4.513333333333334,2686.0,4.44,4053.0,4.556666666666667,5510.0,4.8566666666666665,0.0229333333333333,5755.0,4.546891048431698
M,M30,1398.0,4.66,2734.0,4.453333333333333,4102.0,4.5600000000000005,5518.0,4.72,0.0057333333333333,5757.0,4.548471201706565
M,M40,1318.0,4.3933333333333335,2627.0,4.363333333333333,3988.0,4.536666666666666,5492.0,5.013333333333334,0.0406666666666667,5757.0,4.548471201706565
M,M30,1334.0,4.446666666666667,2663.0,4.430000000000001,4032.0,4.5633333333333335,5514.0,4.94,0.0322666666666667,5762.0,4.552421584893735
M,M30,1253.0,4.176666666666667,2510.0,4.19,3893.0,4.61,5489.0,5.319999999999999,0.0769999999999999,5765.0,4.554791814806037
K,K40,1337.0,4.456666666666666,2655.0,4.3933333333333335,4029.0,4.58,5504.0,4.916666666666667,0.0313333333333334,5765.0,4.554791814806037
M,M30,1319.0,4.3966666666666665,2651.0,4.44,4026.0,4.583333333333333,5514.0,4.96,0.0366666666666667,5766.0,4.55558189144347
M,M20,1430.0,4.766666666666667,2739.0,4.363333333333333,4102.0,4.543333333333334,5533.0,4.77,0.0038000000000002,5770.0,4.558742197993206
M,M40,1250.0,4.166666666666667,2512.0,4.206666666666667,3910.0,4.66,5491.0,5.27,0.0752666666666665,5770.0,4.558742197993206
M,M50,1319.0,4.3966666666666665,2642.0,4.41,4048.0,4.6866666666666665,5511.0,4.876666666666667,0.0343333333333334,5770.0,4.558742197993206
K,K30,1335.0,4.45,2648.0,4.376666666666667,4014.0,4.553333333333333,5508.0,4.98,0.0353333333333333,5771.0,4.55953227463064
M,M30,1324.0,4.413333333333333,2659.0,4.45,4035.0,4.586666666666667,5511.0,4.92,0.0331333333333334,5774.0,4.561902504542941
M,M30,1355.0,4.516666666666667,2664.0,4.363333333333333,4032.0,4.5600000000000005,5511.0,4.930000000000001,0.0287333333333334,5776.0,4.563482657817809
M,M30,1344.0,4.48,2667.0,4.41,4039.0,4.573333333333333,5512.0,4.91,0.0290666666666667,5776.0,4.563482657817809
M,M30,1283.0,4.276666666666667,2553.0,4.233333333333333,3928.0,4.583333333333333,5477.0,5.163333333333333,0.0602000000000001,5776.0,4.563482657817809
M,M40,1290.0,4.3,2591.0,4.336666666666667,3981.0,4.633333333333334,5507.0,5.086666666666667,0.0531333333333334,5781.0,4.5674330410049775
M,M30,1369.0,4.5633333333333335,2745.0,4.586666666666667,4144.0,4.663333333333333,5525.0,4.6033333333333335,0.0039333333333334,5781.0,4.5674330410049775
M,M30,1362.0,4.54,2703.0,4.47,4063.0,4.533333333333333,5537.0,4.913333333333333,0.0236666666666668,5784.0,4.569803270917279
M,M60,1286.0,4.286666666666666,2574.0,4.293333333333334,3970.0,4.653333333333333,5503.0,5.11,0.0566000000000001,5784.0,4.569803270917279
K,K40,1343.0,4.476666666666668,2668.0,4.416666666666667,4047.0,4.596666666666667,5520.0,4.91,0.0296,5784.0,4.569803270917279
M,M30,1287.0,4.29,2575.0,4.293333333333334,3978.0,4.676666666666667,5517.0,5.13,0.0580666666666666,5784.0,4.569803270917279
M,M30,1238.0,4.126666666666667,2487.0,4.163333333333333,3868.0,4.6033333333333335,5495.0,5.423333333333333,0.0865999999999999,5785.0,4.570593347554714
M,M30,1318.0,4.3933333333333335,2645.0,4.423333333333333,4037.0,4.64,5513.0,4.92,0.0359333333333334,5786.0,4.571383424192147
M,M30,1359.0,4.53,2691.0,4.44,4078.0,4.623333333333333,5530.0,4.84,0.0222666666666668,5787.0,4.572173500829581
M,M20,1359.0,4.53,2682.0,4.41,4059.0,4.59,5522.0,4.876666666666667,0.0244000000000002,5787.0,4.572173500829581
M,M30,1272.0,4.24,2541.0,4.23,3953.0,4.706666666666666,5510.0,5.19,0.0665333333333333,5787.0,4.572173500829581
M,M50,1301.0,4.336666666666667,2630.0,4.430000000000001,4022.0,4.64,5526.0,5.013333333333334,0.0448000000000001,5790.0,4.574543730741882
M,M30,1395.0,4.65,2729.0,4.446666666666667,4095.0,4.553333333333333,5536.0,4.803333333333333,0.0113333333333333,5790.0,4.574543730741882
M,M40,1376.0,4.586666666666667,2708.0,4.44,4087.0,4.596666666666667,5534.0,4.823333333333333,0.0173333333333334,5791.0,4.575333807379317
M,M30,1332.0,4.44,2645.0,4.376666666666667,4027.0,4.6066666666666665,5520.0,4.976666666666668,0.0368,5791.0,4.575333807379317
M,M30,1320.0,4.4,2629.0,4.363333333333333,4003.0,4.58,5508.0,5.016666666666667,0.0413333333333333,5791.0,4.575333807379317
M,M30,1295.0,4.316666666666666,2564.0,4.23,3917.0,4.510000000000001,5501.0,5.28,0.0634,5792.0,4.57612388401675
M,M40,1326.0,4.42,2643.0,4.39,4012.0,4.5633333333333335,5514.0,5.006666666666666,0.0386666666666667,5792.0,4.57612388401675
M,M30,1282.0,4.2733333333333325,2556.0,4.246666666666667,3917.0,4.536666666666666,5473.0,5.1866666666666665,0.0606000000000001,5793.0,4.576913960654184
M,M40,1341.0,4.47,2672.0,4.4366666666666665,4053.0,4.6033333333333335,5526.0,4.91,0.0297333333333335,5793.0,4.576913960654184
K,K20,1344.0,4.48,2633.0,4.296666666666667,4012.0,4.596666666666667,5515.0,5.010000000000001,0.0378000000000001,5793.0,4.576913960654184
M,M30,1364.0,4.546666666666667,2681.0,4.39,4049.0,4.5600000000000005,5519.0,4.9,0.0246000000000001,5795.0,4.578494113929051
M,M60,1360.0,4.533333333333333,2694.0,4.446666666666667,4073.0,4.596666666666667,5531.0,4.86,0.0226000000000001,5796.0,4.579284190566485
K,K40,1284.0,4.28,2569.0,4.283333333333333,3952.0,4.61,5512.0,5.2,0.0617333333333334,5798.0,4.580864343841353
M,M30,1341.0,4.47,2663.0,4.406666666666666,4034.0,4.569999999999999,5519.0,4.95,0.0320666666666668,5799.0,4.581654420478786
M,M40,1312.0,4.373333333333333,2641.0,4.430000000000001,4034.0,4.6433333333333335,5536.0,5.006666666666666,0.0422666666666667,5801.0,4.583234573753654
M,M50,1301.0,4.336666666666667,2624.0,4.41,4013.0,4.63,5535.0,5.073333333333333,0.0486,5803.0,4.5848147270285216
M,M30,1356.0,4.52,2706.0,4.5,4084.0,4.593333333333334,5558.0,4.913333333333333,0.0254666666666667,5804.0,4.585604803665956
M,M40,1332.0,4.44,2631.0,4.33,4012.0,4.6033333333333335,5525.0,5.043333333333334,0.0416666666666667,5804.0,4.585604803665956
M,M50,1352.0,4.506666666666666,2653.0,4.336666666666667,4039.0,4.62,5544.0,5.016666666666667,0.0362666666666667,5804.0,4.585604803665956
M,M30,1339.0,4.463333333333334,2663.0,4.413333333333333,4049.0,4.62,5540.0,4.97,0.0345333333333333,5805.0,4.58639488030339
M,M20,1233.0,4.11,2477.0,4.1466666666666665,3856.0,4.596666666666667,5491.0,5.45,0.0894,5805.0,4.58639488030339
M,M20,1359.0,4.53,2689.0,4.433333333333334,4042.0,4.510000000000001,5539.0,4.989999999999999,0.0291333333333333,5806.0,4.587184956940823
